"id","req_specification","class"
"1102","We hadn't decided. It could either be a service or a file, depending upon the size of that file, how much data...","NULL"
"1010","Provided those printers work since they've been moved.","NULL"
"800","As a designer, I want to have a new social media wireframe, so that I can begin implementing design.","A"
"309","As a user, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element.","F"
"277","A new interface is safer. It's a safer way to do it.","NULL"
"462","As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.","A"
"359","and all of that. Baski said he would need to do that.","NULL"
"199","As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.","F"
"196","As a participant, I want to scroll back through the stories and estimates from prior rounds, so that I can use this information when I estimate the item of the current round.","F"
"1060","As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.","F"
"846","We may be able to just take the first 11 or 13 of it and have the rest of it in something else, and they would send over the raw location code coaching on our part. There's only three options.","NULL"
"274","Long-term goals.","NULL"
"816","As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.","F"
"914","I'm not 100 percent with what we've got.","NULL"
"992","As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data.","F"
"200","As a Developer, I want to update the Broker validation rule table to account for the rule updates in DB-2213.","F"
"204","As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data.","F"
"971","Yeah, you're not always going to get them on the home page with the conversations but if you go back to...","NULL"
"504","As a Publisher, I want to data to be validated when I publish it, so that that I know immediately if I have accidentally broken my data or have bugs and can take action to correct.","A"
"445","Please enter the conference pin number.","NULL"
"632","As an Agency user, I want to receive a more helpful file-level error when I upload a file with the wrong extension.","A"
"1050","As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.","F"
"1025","As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.","F"
"923","For that particular project, you guys...","NULL"
"152","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.","F"
"474","As a UI designer, I want to track the issues that come up in Tech Thursday, so that I know what to test and what want s to be fixed.","F"
"342","These don't look like anything I've ever seen before, so Ken and I were talking about it, and...","NULL"
"981","As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.","F"
"1176","That seems...","NULL"
"761","Yes.","NULL"
"587","Kaylow, actually, he called to tell me that he needs to not be on the call. I was like, 'Good, I don't need to figure how to conference.' You think before I even have a kick-off meeting that I need to get with Daryl to get clarity on what project we're doing?","NULL"
"774","As an NSF employee, I want to know where the initial in-person meeting will be, so that I can plan on attending.","F"
"432","As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.","F"
"1057","The change here is to put estimate on here. So, the story is...Why does it say ?","NULL"
"801","I just sent it a few minutes ago. Let me see. I see...","NULL"
"1034",".","NULL"
"1038","As a user, I want to be able to access the site and do all the other stuffs on all of my electronic devices.","A"
"720","As an owner, I want to be sure that USAspending only send grant records to my system.","A"
"552","As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","F"
"490","As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.","F"
"478","Then the asset .","NULL"
"561","As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.","F"
"207","As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.","F"
"228","As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider.","F"
"817","As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.","F"
"606","Did the emails say that they're disconnect?","NULL"
"255","As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.","F"
"311","As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.","F"
"797","As a camp administrator, I want to be able to modify a group's information, so that I can keep the groups up to date.","F"
"668","As a user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission.","F"
"537","As a UI designer, I want to begin user testing, so that I can validate stakeholder UI improvement requests.","F"
"764","You sure ?","NULL"
"873","As a Developer, I want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision.","A"
"188","That makes it a little...","NULL"
"704","Only three minutes, it's not worth it .","NULL"
"670","As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.","F"
"517","We really messed with Paige's report. Seems like being every bad day out there with all the sudden releases.","NULL"
"1089","As a Staff member, I want to Record an Internal Note, so that I can share information with other Staff collaborating on the record.","F"
"939","As a moderator, I want to accept the average of all estimates, so that we can move on to the next item when we agree.","F"
"1190","As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.","A"
"73","As a developer, I want to have the application function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2, so that as many people as possible can fully use the application.","A"
"271","It's not far off from what we have right here. The thing is the map is going to be integrated into that page, at least when you're on a desktop situation.","NULL"
"1008","As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.","F"
"554","Feel great things.","NULL"
"612","Oh, OK.","NULL"
"1029","I know, it's hard.","NULL"
"570","As a user, I want to add donation centers as favorites on my profile, so that I can view them later.","F"
"139","Actually a lot of people opened up today, that's good.","NULL"
"115","Yeah. Exactly.","NULL"
"376","As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.","F"
"138","As a ResearcherPublisher, I want to add a DOI to a dataset, so that I can cite it in papers stored with the data.","F"
"714","As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.","F"
"850","As a camp administrator, I want to be able to make nametags faster, so that I don't have to spend two hours making 200+ nametags","A"
"1143","You need to talk to . We have residents there to notify people. We need to get him on board. OK, we have decided on the Agile Class, and I am gonna get it scheduled based on everybody's calenders. John wanted us to bring a couple of the Denver people in. Talked to Matt yesterday about trying to make sure it all works with their calenders, as well. We are going do a one day class. It will probably be late April, early May would be my guess.","NULL"
"924","Hi, who's on the call?","NULL"
"805","Yeah. Today, for hardwire the screen has frame, but for plugs it does not.","NULL"
"79","As a ResearcherDeveloper, would like the ability import/export from MS-SQL, so that I can use Data Packages in workflows that involve MS-SQL.","F"
"998","As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API.","F"
"358","Did she give you that template data or anything?","NULL"
"221","Do you have any questions on the users? I know you all send some emails back and forth. Think you're good now?","NULL"
"538","Hi Greg. It's all the rest of your friends.","NULL"
"985","As a researcher, I want to develop the user research protocol for internal workflows, so that we can begin testing against a CMS prototype.","A"
"85","As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.","F"
"602","As a user, I want to access the raw agency published files from FABS via USAspending.","F"
"214","As a participant, I want to be able to see each estimator's prior estimates for the story being estimated, so that I can see how his or her opinion has changed so I can ask questions.","F"
"700","Those are the kind of issues that scare the crap out of me. I know they're trying to use it.","NULL"
"1189","As an agency user, I want the FABS validation rules to accept zero and blank for non-loan records.","F"
"430","As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.","F"
"894","As a FABS user, I want to see correct status labels on the Submission Dashboard, so that I can quickly see my submission history.","A"
"18","As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","F"
"1097","Do we have anything that we need to talk to them about today? No? That's good. Today is what? 3/18. Friday.","NULL"
"310","I'm doing it . It should be...","NULL"
"1049","OK, anything else?","NULL"
"45","What are you saying, 'Fast pass,' or...?","NULL"
"771","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.","F"
"252","Can we change the date of the iterations since we're clear on that. Nobody .","NULL"
"418","Should be in charge of doing that...","NULL"
"553","If I see a bunch sixes or sevens or something or a bunch of tens and somebody uses a seven, then it's like, 'Why is it?' and then try to address what the concern is. So like Patrick in , what would make it better than a seven?","NULL"
"1052","The big difference to me that would be a little bit more like year-end is if somebody wants to go search for poles, they don't click Search and then, say, 'Look for poles.' They'd be like, 'I'm going to poles.'","NULL"
"635","No.","NULL"
"596","As a Visitor, I want to sign up via github or google, so that that I don't have to enter lots of information and remember my password for yet another website.","A"
"189","As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.","F"
"118","It's exactly the same thing.","NULL"
"370","As a trainer, I want to create a new course or event, so that site visitors can see it.","F"
"895","As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.","F"
"922","As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.","F"
"1169","As a participant, I want to be shown all estimates at the same time after all estimators have given their estimate, so that I can be sure estimates are independent and not influenced by other estimates given in the same draw.","F"
"179","As a user, I want to view user documentation for the website, so that I know how to use the web app.","F"
"254",". The outside vendor they use. Industrial Movers?","NULL"
"298","...a canned query. I can't remember what the title was called, of the report. I'd have to double check it. She was getting some random results and others were getting good results query, sensitive to multi, people trying to use it at the same time. The point is that current results were impaired.","NULL"
"1118","As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.","F"
"1002","What are we looking at here? What is Trello?","NULL"
"932","As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.","F"
"693","As an Applicant, I want to Check the Status of a transaction, so that I can understand where the provisioning of my service is in the process, such as information related to service levels, fees, plan review, permit, or inspection results.","F"
"464","But what we can do, given this current situation, we could have a pre-iteration type thing. Where this is a design iteration, or a design two iterations, but it's relatively usable, I mean it's usable stuff that they're doing, in lieu of...","NULL"
"951","That's something that's maybe not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, 'How do I take all of these assets I have and these things I have to do and reconcile those together?'","NULL"
"355","As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","A"
"508","Go ahead and finish what you're saying.","NULL"
"1158","I've got much better ideas after this conversation.","NULL"
"624","As a moderator, I want to select an item to be estimated or re-estimated, so that the team sees that item and can estimate it.","F"
"977","The reason that we made the map that's on the epic is because there was a lot of pieces involved in just the map. There was drawing bounding area. There was adding search criteria. There was searching for different types of assets.","NULL"
"1182","Can we get it on the Internet at all?","NULL"
"1197","Once you approve the order. You have to, after you handle each of your detail line items, however you're going to handle, then you approve the whole order, and that's what .","NULL"
"567","As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we’ve talked long enough.","F"
"492","As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.","F"
"972","I know, I care. Then CTDI and shift two. That's what I have to talk to them about. What do you all have?","NULL"
"164","OK so I want...we always say this and everybody gets locked up in their day to day, I would like everyone in this room to submit something by next week , just an idea, just anything that they're interested in technology-wise, that will force us all to...if you don't have anything pressing, at least it'll get the brain ticking a little bit about, 'Hey, what might I be interested in?'","NULL"
"812","As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable.","F"
"1090","As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.","F"
"201","When you all did the warehouse...","NULL"
"649","Yeah.","NULL"
"723","As a participant, I want to have a small thumbnail photo displayed near where my cards are played, so that the game is more personal because I see who I'm estimating with.","F"
"907","As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","F"
"90","Can we look at that?","NULL"
"1075","As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.","F"
"1006","Fast Path and...We need to make sure we can fit some user storage in there to keep Mahesh going. What's happening right now? You've got your user environment set up in your...? How are these designs that Corey's given being implemented right now?","NULL"
"1141","You're good?","NULL"
"12","I'm just trying to find a way that would be an epic home page.","NULL"
"1147","As an estimator, I want to see the item we’re estimating, so that I know what I’m giving an estimate for.","F"
"344","As a Developer , I want to determine the best way to load historical FPDS data, so that I can load all FPDS data since 2007.","A"
"1061","As a camp worker, I'm able to report a camper to the manager with an inappropriate behavior.","F"
"1151","Susan, I sent you an email and got you call.","NULL"
"1077","As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.","A"
"1074","Hi. Who just joined?","NULL"
"744","It would be right here.","NULL"
"630","As a user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.","A"
"646","As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.","F"
"718","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.","F"
"1116","Yes, and this is like techs in the field doing it. The learning curve could be huge.","NULL"
"176","As a Consumer, I want to search data packages, so that that I can find the ones I want.","F"
"871","As an author, I want to be able to indent / outdent content.","F"
"834","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","F"
"813","As a participant, I want to change my estimate as long as the draw has not been completed, so that I can change my mind.","F"
"781","Anybody can leave.","NULL"
"545","The face for the control, it should have...","NULL"
"473","We can do it.","NULL"
"564","As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.","F"
"838","As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.","F"
"893","As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.","F"
"934","But they're all, I mean your Acura...","NULL"
"377","As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.","F"
"1104","OK, so that's the validation problem, and then the other problem is connectivity. That's, again, why a laptop deals with that one.","NULL"
"331","As a data user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them.","F"
"811","As a Developer, I want a Mongo integration, so that I can integrate data-packaged data with pipelines that use Mongo.","F"
"1083","For the pseudos.","NULL"
"837","I've got some ideas, but I want to run it past you three real quick.","NULL"
"1079","Sorry.","NULL"
"925","Oh yeah, I forgot about that. We can't really start it until eight o'clock anyway, based on our stop timeline event, which isn't until seven. Grady, you might want to take half the day off tomorrow, since you're going to be working half the night.","NULL"
"1059","Let's estimate that from both sides, from whatever Baski needs to do, whatever Mahesh is going to...","NULL"
"729","No. I'm on .","NULL"
"757","Even worse, really high. See if anybody notices. I might do that, now that you said that . Whenever I get to the 90s, instead of it being issue number 90 it will be like 92. Or something.","NULL"
"301","That's right. I guess the first question is, is this really chargeable work because they pay for maintenance. Smiley's under the impression that...","NULL"
"943","As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.","F"
"276","That's fine.","NULL"
"241","Because it's like a sales tool. Our competitors can get there if they want to get there.","NULL"
"171","As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.","F"
"190","As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party.","F"
"915","We as a group have caused a lot of our need to do context switching, because we oftentimes aren't done when we say we're going to be done. For whatever reason that is, and then we end up in a bind because we can't wait until we're done with something before we say we can...We have to keep things in the queue, in the schedule. Maybe next time, be thinking about that.","NULL"
"779","We decided Baski was going to see if that was possible .","NULL"
"849","As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.","F"
"67","Me?","NULL"
"257","If you could ever get two hours.","NULL"
"919","As a user, I want to be able to create an acocunt, so that I can create my own profile.","F"
"264","As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.","A"
"780","As an agency user, I want to use the schema v1.1 headers in my FABS file.","A"
"307","As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.","F"
"313","Gather up...","NULL"
"72","As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","A"
"429","As an NSF employee, I want to understand the process of switching the cloud.gov hosting plan over from prototype to FISMA low.","A"
"299","As a camp administrator, I want to store camper's immediate parent/guardian's information, so that I can easily call to notify them in case a grossly unacceptable behavior.","A"
"465","Hi, .","NULL"
"295","Which one?","NULL"
"491","I don't know what's going on, still opening.","NULL"
"21","Yeah. That's good.","NULL"
"868","When you login on the mobile device all you see are the tiles. Once you click the tile that's when it brings up whatever you put it in. On a mobile device you can't have it to where you just logon and it , you have to know what you're searching for.","NULL"
"1137","As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","F"
"499","As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.","A"
"962","As an admin, I want to handle all users' activities, so that I can manage more efficiently.","F"
"737","As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.","F"
"1155","As a Public User, I want to Search for Information, so that I can obtain publicly available information concerning properties, County services, processes and other general information.","F"
"563","It'll compile well. That's really all we need. It compiles. Adam. So you know how this one's...So you need to...","NULL"
"1153","She's too busy to push the button to answer the phone. Patrick had to do it. He was closest to the phone.","NULL"
"1035","As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"402","Right. Maybe it's like you have your home page and you're doing it, or maybe you duplicate these for different things like for and for conversations, and .","NULL"
"283","As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.","F"
"487","Right. Whenever we deploy the test then I'll do that.","NULL"
"53","As a camp administrator, I want to be able to set a reminders related to specific tasks that has to be done.","F"
"993","When we mention maintenance, it also includes correcting their data?","NULL"
"352","conditional procedure on the prepared .","NULL"
"536","As a DeveloperPublisher, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites.","A"
"287","As a tester, I want to have access to test features in environments other than Staging, so that I can test any nonProd feature in any environment.","F"
"989","As a UI designer, I want to move on to round 3 of the Help page edits, so that I can get approvals from leadership.","F"
"751","As a FABS user, I do not want DABS banner messages and vice versa, so that I have the appropriate information for my application.","F"
"808","and then he can mock up something.","NULL"
"26","customers.","NULL"
"14","As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.","F"
"1051","I like Jim's rules, that mindset of, if we had CLLI six, we could map it to an exchange that way. That was incredibly beneficial. It's just it's not fully working.","NULL"
"988","Yeah, there's one bug. The grid stuff is not right, so I don't want to write a bug. It's random, isn't it?","NULL"
"896","I can't do it, but...","NULL"
"976","I think that it's probably a good idea to go ahead and make it 45 minutes. I think we can use the extra 15 minutes. I try to start small, see what we can get done, but it seems like...That's always my issues, too, when I was managing things, knocking things off.","NULL"
"442","As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.","A"
"454","All right, I'll take that back to them.","NULL"
"133","As a UI designer, I want to report to the Agencies about user testing, so that they are aware of their contributions to making Broker a better UX.","F"
"349","I grew up in... DuChock.","NULL"
"625","As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.","A"
"237","Cindy .","NULL"
"979","As a Researcher, I want results to be stored in a non-identifiable way, so that I can study the data to see things like whether estimates converged around the first opinion given by 'estimator A' for example.","A"
"626","As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.","F"
"1044","Then the second side of the coin is we have code, it's spread out across a lot of different modules, or locations for the location in TFS and what they're working on.","NULL"
"518","As a ProspectiveApplicant, I want to research requirements and to select a service, so that I can find the relevant service and/or application type to initiate via the online portal.","F"
"134","That would be in line with trying to give direction to new hires about where they need to invest their time, what type of technologies that you should probably be focusing on. That would feed in with our organizational goals as well.","NULL"
"539","As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","F"
"1183","Drake? Can you see how substitution works in LCAM?","NULL"
"947","at some level, that's fine, we can stick it in there.","NULL"
"1192","We need to give a proposal back to them that's a win/win for everybody. Where's the Kool-Aid? I'm drinking it.","NULL"
"683","Yeah, as long as the tester gets updated like the week after or two weeks after so that it's available for when we need to do tests on the interface, because he's also off that week that you're off. That's why I'm like, stuff's got to be done. It's got to be right because you all are off, which is allowed. Just got to be done.","NULL"
"172","Well I've been telling you, you've got to run it. These clause are associated with this equipment. You're going to have to clean out...","NULL"
"126","Like Ken said, in net we already clean them up, so yeah, we'll eventually have to map them to Infinium.","NULL"
"304","If the humidity wasn't so high, it wouldn't be as bad. I don't think so.","NULL"
"364",".","NULL"
"101","I've only got a little bit left on LCAM, I've probably got another hour or two to finish that up. There's so much for that, then I can actually look at this code and give . Then I'll start again tomorrow because I think that's it. We have a few more hours on the LCAM.","NULL"
"609","On this screen for reverse retire, this what we want.","NULL"
"987","Presently, those release counters, how many business days have we...","NULL"
"692","As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.","A"
"146","Door.","NULL"
"950","There's nothing wrong with that.","NULL"
"434","As a camp administrator, I want to be able to keep my information in one place, so that the admins next year can improve on the previous years.","A"
"507","Navigation is the bar on the top, so the thing that was already in there and then in the report we added Navigation.","NULL"
"314","Or we can do it at a different time.","NULL"
"261","As a user, I want to access the raw agency published files from FABS via USAspending.","F"
"36","As an admin, I want to be able to block specific users based on IP address, so that I can prevent spamming on the websites.","F"
"1007","As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.","F"
"213","As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.","F"
"1098","What's the bug?","NULL"
"160","As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website.","F"
"175","As a content designer, I want to develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.","A"
"161","As an NSF employee, I want to schedule regular in-person check-ins, so that we can continue to communicate the goals of the project with our stakeholders.","F"
"1013","As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.","F"
"281","Because we're not just pulling a query...","NULL"
"384","As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.","F"
"1087","The other one, would it be something we could do? Just run a query and let them pick it up? Isn't that all you're doing?","NULL"
"455","As an Agency user, I want to be able to include a large number of flexfields without performance impact.","F"
"533","As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.","F"
"209",".","NULL"
"701","As a user researcher, I want to have a list of priority workflow candidates that we might test, so that I can make sure we're capturing the priority areas.","F"
"345","Bye.","NULL"
"629","As a parent, I want to be able to connect with the staff in case of an emergency.","F"
"959","As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.","F"
"750","As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.","F"
"440","frame to do customers.","NULL"
"401","As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.","F"
"198","That's right. Once you have that streamlined, then I give you everything and say, ' , come back in two weeks .'","NULL"
"321","As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.","F"
"986","As a camp administrator, I want to be able to notify parents all at once, so that they can be notified of any upcoming events.","F"
"742","As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers.","F"
"417","As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.","F"
"1100","As a Staff member, I want to Perform a Completeness Review, so that I can validate when an application is complete and eligible for further technical review.","F"
"437","As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.","F"
"1033","You bothered me like three times? Bothered me?","NULL"
"1021","As a Publisher, I want to publish a data package in the UI, so that that it is available and published.","F"
"864","The problem is, TFS...","NULL"
"510","As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","A"
"230","When Drake is out, and somebody can step in and be Drake, or Baski's out, and somebody can step in and be Baski, or when Corey's out, then somebody can step in and be a Corey. We're sharper that way.","NULL"
"1105","So, testing it is what's going to take a minute, right? Because it's the...","NULL"
"52","As a Broker user, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated.","A"
"80","Who does the clean up?","NULL"
"165","As a moderator, I want to see all items we try to estimate this session, so that I can answer questions about the current story such as 'does this include ___'.","F"
"763","I thought Ron said he was going to call back .","NULL"
"891","As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.","F"
"756","As a Developer , I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time.","A"
"515","As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"573","We're probably going to have another emergency release tonight around, I'd say, 7:00 or 8:00. How many days passed?","NULL"
"278","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","F"
"775","As an admin, I want to add recycling center information, so that I can keep the database up-to-date over time.","F"
"999","As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"130","I would think we would give them back, but for one spreadsheet that says, 'Here's all the stuff we've retired, in case you want to double check it. Here's all the stuff we didn't touch, that was in your spreadsheet.' Right?","NULL"
"232","As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"8","Yeah, that's fine.","NULL"
"116","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","A"
"1175","As a team member, I want to determine a design direction for the beta social page, so that we can implement a beta site quickly without established brand guidelines.","A"
"1071","Under each epic story, we have a sub-story and then some of those sub-stories might have sub-stories under them, and those are check boxes right now.","NULL"
"884","As a website user, I want to see updated financial assistance data daily.","F"
"716","There may be some little nuances to how the code works. Susan and I can do the actual education .","NULL"
"663","Don't .","NULL"
"180","I guess for this exercise today, these are the epics and we can start trying to put some high-level estimates on them. At the end of the day, we really want to know how long this whole project, to get this whole thing turned over is going to take, the high levels and then we can work out which ones we want to try and do first and scope out that work.","NULL"
"534","That's not bad.","NULL"
"885","As a parent, I want to be able to see and edit my enrolled children to the camp year, so that I can know who I already enrolled to camp, who is still pending admission etc.","F"
"109","As a FABS user, I want to have read-only access to DABS, so that I can view DABS pages without wanting two sets of permissions.","A"
"289","Baski can...What's the situation?","NULL"
"81","As a moderator, I want to delete my account, so that account information and games are no longer stored.","F"
"1020","Still got about 200 locations, so there's only one . We still have from the previous two versions released, to do some debugging and . It's not all of their pseudos ship-to codes. pseudos.","NULL"
"348","As an agency user, I want to have all derived data elements derived properly.","F"
"990","I withdraw the question.","NULL"
"235","We estimated that, that one was three? How did we estimate that at three? Wait, this was on 45. That may not be three, because he also did not put any of the estimates on there. He did estimate that at three. Why is it three? What else has to happen? Because these are our estimates.","NULL"
"400","As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.","F"
"266","It's planned to be in there.","NULL"
"31","As a site editor, I want to post information in a trainers-only section, so that only trainers see it.","F"
"695","As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.","F"
"1208","As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","F"
"858","As a Developer, I want the data loaded from historical FABS to include the FREC derivations, so that I can have consistent FREC data for USASpending.gov.","F"
"610","As a VisualDesigner, I want to create a moodboard to aid with visual design concepts for the nsf.gov website, so that we can discuss different design concepts with stakeholders.","A"
"1167","As a agency user, I want to map the FederalActionObligation properly to the Atom Feed.","A"
"1185","As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data.","F"
"576","However, that's not an iteration that's actually ever delivered. It gets put into the actual Notify iterations. Is that what you're saying?","NULL"
"181","This is internal training?","NULL"
"500","That's outside.","NULL"
"913","As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system.","F"
"19","Just to say, 'This is what we're doing,' and then build from there, unless you...","NULL"
"346","As a stakeholder, I want to see the results of user research, so that I can determine if the CMS is right for me.","F"
"259","As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account.","F"
